Loaded 225256 records from compare/pre_reweight_snapshot.csv.gz
...reweighting for year 2021
...weight deviation penalty: 0.01
...gradient norm tolerance: 1e-05
...weight multiplier bounds: [0.1, 10.0]
...GPU available but disabled by user, using CPU
...pre-scaled weights: target filers=160,824,340, current filers=161,180,573, scale=0.997790
Targeting 550 SOI statistics
...input records: 225256, columns: 212
...input weights: total=183102955.22, mean=812.866051, sdev=733.258325
...initial loss: 30.1622806381
...using OSQP solver (ADMM-based QP, proper bounds)
...QP size: 225806 variables, 226356 constraints
...B matrix: 225256x550, 2,705,680 nonzeros (2.2% dense)
...A_osqp: (226356, 225806), 2,932,036 nonzeros
...OSQP initial loss: 30.1622806381
-----------------------------------------------------------------
           OSQP v1.0.0  -  Operator Splitting QP Solver
              (c) The OSQP Developer Team
-----------------------------------------------------------------
problem:  variables n = 225806, constraints m = 226356
          nnz(P) + nnz(A) = 3157842
settings: algebra = Built-in,
          OSQPInt = 4 bytes, OSQPFloat = 8 bytes,
          linear system solver = QDLDL v0.1.8,
          eps_abs = 1.0e-05, eps_rel = 1.0e-05,
          eps_prim_inf = 1.0e-04, eps_dual_inf = 1.0e-04,
          rho = 5.00e-04 (adaptive: 50 iterations),
          sigma = 1.00e-04, alpha = 1.60, max_iter = 50000
          check_termination: on (interval 25, duality gap: on),
          time_limit: 1.00e+10 sec,
          scaling: on (10 iterations), scaled_termination: off
          warm starting: on, polishing: on, 
iter   objective    prim res   dual res   gap        rel kkt    rho         time
29350  -1.9572e-01   5.37e-09   8.72e-08  -5.19e-04   8.72e-08   7.57e-05*   1.54e+02s
29400  -1.9573e-01   5.48e-04   8.67e-08  -5.16e-04   5.48e-04   6.62e-04*   1.54e+02s
29450  -1.9573e-01   1.67e-07   8.67e-08  -5.16e-04   1.67e-07   1.01e-04*   1.54e+02s
29600  -1.9573e-01   1.87e-05   8.67e-08  -5.13e-04   1.87e-05   1.01e-04    1.55e+02s
29700  -1.9573e-01   2.29e-04   8.54e-08  -5.06e-04   2.29e-04   5.74e-04*   1.56e+02s
29750  -1.9573e-01   2.78e-07   8.54e-08  -5.06e-04   2.78e-07   1.14e-04*   1.56e+02s
29800  -1.9574e-01   4.09e-05   8.54e-08  -5.04e-04   4.09e-05   1.14e-04    1.56e+02s
30000  -1.9574e-01   1.22e-05   8.49e-08  -5.00e-04   1.22e-05   1.14e-04    1.57e+02s
30200  -1.9575e-01   1.40e-04   8.50e-08  -4.96e-04   1.40e-04   1.14e-04    1.58e+02s
30400  -1.9575e-01   3.84e-05   8.52e-08  -4.93e-04   3.84e-05   1.14e-04    1.59e+02s
30600  -1.9576e-01   1.02e-05   8.53e-08  -4.92e-04   1.02e-05   1.14e-04    1.60e+02s
30700  -1.9576e-01   2.47e-04   8.53e-08  -4.90e-04   2.47e-04   6.74e-04*   1.61e+02s
30750  -1.9576e-01   1.07e-07   8.53e-08  -4.88e-04   1.07e-07   8.28e-05*   1.61e+02s
30800  -1.9576e-01   9.84e-05   8.53e-08  -4.87e-04   9.84e-05   8.28e-05    1.62e+02s
31000  -1.9577e-01   4.57e-05   8.52e-08  -4.85e-04   4.57e-05   8.28e-05    1.63e+02s
31200  -1.9577e-01   5.39e-05   8.51e-08  -4.81e-04   5.39e-05   8.28e-05    1.64e+02s
31400  -1.9578e-01   1.26e-04   8.53e-08  -4.78e-04   1.26e-04   8.28e-05    1.65e+02s
31500  -1.9578e-01   5.64e-04   8.55e-08  -4.75e-04   5.64e-04   7.40e-04*   1.65e+02s
31600  -1.9578e-01   2.68e-08   8.55e-08  -4.74e-04   8.55e-08   4.55e-05*   1.66e+02s
31650  -1.9578e-01   6.10e-04   8.56e-08  -4.69e-04   6.10e-04   4.22e-04*   1.66e+02s
31800  -1.9578e-01   2.79e-06   8.17e-08  -4.66e-04   2.79e-06   4.22e-04    1.67e+02s
32000  -1.9578e-01   8.57e-06   8.16e-08  -4.64e-04   8.57e-06   4.22e-04    1.68e+02s
32050  -1.9578e-01   6.62e-08   8.16e-08  -4.64e-04   8.16e-08   4.18e-05*   1.68e+02s
32150  -1.9579e-01   6.55e-04   8.16e-08  -4.62e-04   6.55e-04   4.12e-04*   1.69e+02s
32200  -1.9579e-01   4.51e-07   8.15e-08  -4.62e-04   4.51e-07   4.12e-04    1.69e+02s
32250  -1.9579e-01   2.60e-07   8.15e-08  -4.62e-04   2.60e-07   8.08e-05*   1.69e+02s
32300  -1.9579e-01   2.76e-04   8.17e-08  -4.60e-04   2.76e-04   5.17e-04*   1.70e+02s
32400  -1.9579e-01   5.34e-08   8.16e-08  -4.61e-04   8.16e-08   4.59e-05*   1.70e+02s
32600  -1.9580e-01   7.51e-05   8.15e-08  -4.57e-04   7.51e-05   4.59e-05    1.71e+02s
32700  -1.9580e-01   2.49e-04   8.18e-08  -4.56e-04   2.49e-04   2.78e-04*   1.72e+02s
32800  -1.9580e-01   6.35e-06   8.17e-08  -4.55e-04   6.35e-06   2.78e-04    1.72e+02s
33000  -1.9580e-01   3.72e-05   8.17e-08  -4.53e-04   3.72e-05   2.78e-04    1.73e+02s
33200  -1.9580e-01   2.16e-06   8.21e-08  -4.52e-04   2.16e-06   2.78e-04    1.74e+02s
33300  -1.9581e-01   5.62e-08   7.37e-08  -4.51e-04   7.37e-08   2.67e-05*   1.75e+02s
33350  -1.9581e-01   6.24e-04   7.37e-08  -4.49e-04   6.24e-04   2.70e-04*   1.75e+02s
33400  -1.9581e-01   1.69e-06   7.37e-08  -4.48e-04   1.69e-06   2.70e-04    1.75e+02s
33600  -1.9581e-01   4.61e-06   7.36e-08  -4.46e-04   4.61e-06   2.70e-04    1.76e+02s
33800  -1.9581e-01   1.17e-06   7.36e-08  -4.44e-04   1.17e-06   2.70e-04    1.77e+02s
34000  -1.9581e-01   5.85e-07   7.36e-08  -4.42e-04   5.85e-07   2.70e-04    1.79e+02s
34100  -1.9582e-01   2.05e-04   7.17e-08  -4.40e-04   2.05e-04   1.59e-03*   1.79e+02s
34150  -1.9582e-01   6.86e-09   7.17e-08  -4.40e-04   7.17e-08   5.40e-05*   1.79e+02s
34200  -1.9582e-01   6.04e-05   7.17e-08  -4.40e-04   6.04e-05   5.40e-05    1.80e+02s
34250  -1.9582e-01   3.36e-04   7.17e-08  -4.38e-04   3.36e-04   4.06e-04*   1.80e+02s
34300  -1.9582e-01   1.53e-07   7.17e-08  -4.37e-04   1.53e-07   6.51e-05*   1.80e+02s
34400  -1.9582e-01   2.13e-05   7.17e-08  -4.38e-04   2.13e-05   6.51e-05    1.81e+02s
34600  -1.9583e-01   1.53e-05   7.18e-08  -4.35e-04   1.53e-05   6.51e-05    1.82e+02s
34650  -1.9583e-01   3.02e-04   7.17e-08  -4.33e-04   3.02e-04   4.64e-04*   1.82e+02s
34800  -1.9583e-01   5.09e-07   7.17e-08  -4.32e-04   5.09e-07   4.64e-04    1.83e+02s
35000  -1.9583e-01   6.40e-08   7.17e-08  -4.31e-04   7.17e-08   4.82e-05*   1.84e+02s
35150  -1.9583e-01   1.99e-04   7.17e-08  -4.29e-04   1.99e-04   2.79e-04*   1.85e+02s
35200  -1.9583e-01   2.50e-07   7.17e-08  -4.29e-04   2.50e-07   2.79e-04    1.85e+02s
35400  -1.9583e-01   8.73e-06   6.38e-08  -4.26e-04   8.73e-06   2.79e-04    1.86e+02s
35600  -1.9584e-01   1.54e-05   6.38e-08  -4.25e-04   1.54e-05   2.79e-04    1.87e+02s
35650  -1.9584e-01   6.21e-08   6.38e-08  -4.25e-04   6.38e-08   3.03e-05*   1.87e+02s
35750  -1.9584e-01   1.63e-04   6.27e-08  -4.24e-04   1.63e-04   1.70e-04*   1.88e+02s
35800  -1.9584e-01   1.68e-04   6.27e-08  -4.24e-04   1.68e-04   9.66e-04*   1.88e+02s
35850  -1.9584e-01   8.22e-09   6.27e-08  -4.23e-04   6.27e-08   3.84e-05*   1.89e+02s
36000  -1.9584e-01   1.85e-04   6.23e-08  -4.18e-04   1.85e-04   2.30e-04*   1.89e+02s
36150  -1.9585e-01   9.10e-08   6.23e-08  -4.18e-04   9.10e-08   3.06e-05*   1.90e+02s
36200  -1.9585e-01   3.94e-04   6.23e-08  -4.18e-04   3.94e-04   2.68e-04*   1.91e+02s
36400  -1.9585e-01   3.85e-07   6.22e-08  -4.17e-04   3.85e-07   2.68e-04    1.92e+02s
36500  -1.9585e-01   5.17e-08   6.22e-08  -4.17e-04   6.22e-08   2.68e-05*   1.92e+02s
36550  -1.9585e-01   2.40e-04   6.22e-08  -4.16e-04   2.40e-04   1.83e-04*   1.93e+02s
36600  -1.9585e-01   3.24e-05   6.22e-08  -4.15e-04   3.24e-05   1.83e-04    1.93e+02s
36800  -1.9585e-01   1.84e-05   6.00e-08  -4.11e-04   1.84e-05   1.83e-04    1.94e+02s
37000  -1.9586e-01   1.49e-05   5.99e-08  -4.09e-04   1.49e-05   1.83e-04    1.95e+02s
37200  -1.9586e-01   3.90e-06   5.99e-08  -4.08e-04   3.90e-06   1.83e-04    1.96e+02s
37400  -1.9586e-01   2.98e-07   5.99e-08  -4.07e-04   2.98e-07   1.83e-04    1.97e+02s
37600  -1.9586e-01   5.26e-05   5.87e-08  -4.04e-04   5.26e-05   1.83e-04    1.98e+02s
37800  -1.9587e-01   5.99e-05   5.87e-08  -4.03e-04   5.99e-05   1.83e-04    1.99e+02s
37900  -1.9587e-01   9.51e-08   5.87e-08  -4.02e-04   9.51e-08   2.56e-05*   1.99e+02s
37950  -1.9587e-01   5.85e-04   5.78e-08  -4.00e-04   5.85e-04   2.83e-04*   2.00e+02s
38000  -1.9587e-01   7.86e-06   5.78e-08  -4.00e-04   7.86e-06   2.83e-04    2.00e+02s
38200  -1.9587e-01   8.16e-06   5.78e-08  -3.99e-04   8.16e-06   2.83e-04    2.01e+02s
38300  -1.9587e-01   1.71e-07   5.69e-08  -3.98e-04   1.71e-07   5.40e-05*   2.02e+02s
38400  -1.9587e-01   4.37e-05   5.69e-08  -3.97e-04   4.37e-05   5.40e-05    2.02e+02s
38500  -1.9587e-01   2.42e-04   5.69e-08  -3.96e-04   2.42e-04   3.87e-04*   2.03e+02s
38600  -1.9587e-01   5.64e-08   5.69e-08  -3.96e-04   5.69e-08   4.23e-05*   2.03e+02s
38750  -1.9588e-01   1.36e-04   5.69e-08  -3.94e-04   1.36e-04   2.28e-04*   2.04e+02s
38800  -1.9588e-01   2.73e-05   5.69e-08  -3.93e-04   2.73e-05   2.28e-04    2.04e+02s
39000  -1.9588e-01   3.97e-05   5.63e-08  -3.88e-04   3.97e-05   2.28e-04    2.05e+02s
39050  -1.9588e-01   1.00e-07   5.63e-08  -3.88e-04   1.00e-07   3.34e-05*   2.06e+02s
39200  -1.9588e-01   9.27e-05   5.64e-08  -3.86e-04   9.27e-05   3.34e-05    2.07e+02s
39250  -1.9588e-01   1.25e-04   5.64e-08  -3.86e-04   1.25e-04   1.73e-04*   2.07e+02s
39350  -1.9589e-01   1.12e-07   5.65e-08  -3.86e-04   1.12e-07   2.67e-05*   2.07e+02s
39400  -1.9589e-01   2.23e-04   5.65e-08  -3.85e-04   2.23e-04   1.85e-04*   2.08e+02s
39600  -1.9589e-01   2.69e-05   5.66e-08  -3.83e-04   2.69e-05   1.85e-04    2.09e+02s
39800  -1.9589e-01   8.87e-07   5.66e-08  -3.81e-04   8.87e-07   1.85e-04    2.10e+02s
39950  -1.9589e-01   1.81e-04   5.66e-08  -3.80e-04   1.81e-04   1.15e-03*   2.11e+02s
40000  -1.9589e-01   6.73e-09   5.66e-08  -3.80e-04   5.66e-08   4.36e-05*   2.11e+02s
40050  -1.9589e-01   1.77e-04   5.66e-08  -3.80e-04   1.77e-04   2.68e-04*   2.11e+02s
40200  -1.9589e-01   1.73e-06   5.67e-08  -3.78e-04   1.73e-06   2.68e-04    2.12e+02s
40400  -1.9589e-01   7.38e-06   5.67e-08  -3.77e-04   7.38e-06   2.68e-04    2.13e+02s
40600  -1.9590e-01   3.14e-07   5.67e-08  -3.76e-04   3.14e-07   2.68e-04    2.14e+02s
40650  -1.9590e-01   1.34e-07   5.67e-08  -3.76e-04   1.34e-07   4.53e-05*   2.14e+02s
40700  -1.9590e-01   4.36e-04   5.67e-08  -3.74e-04   4.36e-04   4.36e-04*   2.15e+02s
40800  -1.9590e-01   2.86e-06   5.67e-08  -3.74e-04   2.86e-06   4.36e-04    2.15e+02s
40900  -1.9590e-01   7.00e-08   5.67e-08  -3.74e-04   7.00e-08   5.33e-05*   2.16e+02s
41000  -1.9590e-01   9.34e-05   5.67e-08  -3.73e-04   9.34e-05   5.33e-05    2.16e+02s
41100  -1.9590e-01   1.22e-04   5.68e-08  -3.73e-04   1.22e-04   2.71e-04*   2.17e+02s
41200  -1.9590e-01   3.58e-06   5.68e-08  -3.73e-04   3.58e-06   2.71e-04    2.17e+02s
41300  -1.9590e-01   9.42e-08   5.68e-08  -3.73e-04   9.42e-08   3.84e-05*   2.18e+02s
41350  -1.9590e-01   1.84e-04   5.68e-08  -3.71e-04   1.84e-04   2.40e-04*   2.18e+02s
41400  -1.9590e-01   1.76e-06   5.68e-08  -3.71e-04   1.76e-06   2.40e-04    2.19e+02s
41600  -1.9591e-01   4.87e-05   5.69e-08  -3.68e-04   4.87e-05   2.40e-04    2.20e+02s
41800  -1.9591e-01   1.39e-06   5.69e-08  -3.66e-04   1.39e-06   2.40e-04    2.21e+02s
41900  -1.9591e-01   1.34e-07   5.69e-08  -3.66e-04   1.34e-07   4.06e-05*   2.21e+02s
42000  -1.9591e-01   9.70e-05   5.69e-08  -3.65e-04   9.70e-05   4.06e-05    2.22e+02s
42150  -1.9591e-01   3.36e-04   5.70e-08  -3.64e-04   3.36e-04   3.42e-04*   2.22e+02s
42200  -1.9591e-01   1.25e-07   5.70e-08  -3.63e-04   1.25e-07   5.58e-05*   2.23e+02s
42350  -1.9591e-01   1.36e-04   5.70e-08  -3.62e-04   1.36e-04   3.00e-04*   2.24e+02s
42400  -1.9591e-01   4.31e-06   5.70e-08  -3.62e-04   4.31e-06   3.00e-04    2.24e+02s
42600  -1.9592e-01   7.77e-05   5.70e-08  -3.61e-04   7.77e-05   3.00e-04    2.25e+02s
42750  -1.9592e-01   1.59e-07   5.70e-08  -3.60e-04   1.59e-07   5.50e-05*   2.26e+02s
42800  -1.9592e-01   5.40e-05   5.70e-08  -3.60e-04   5.40e-05   5.50e-05    2.26e+02s
42850  -1.9592e-01   2.10e-04   5.70e-08  -3.60e-04   2.10e-04   3.67e-04*   2.26e+02s
42900  -1.9592e-01   6.92e-08   5.70e-08  -3.60e-04   6.92e-08   4.45e-05*   2.27e+02s
43000  -1.9592e-01   4.82e-05   5.71e-08  -3.56e-04   4.82e-05   4.45e-05    2.27e+02s
43200  -1.9592e-01   2.09e-05   4.75e-08  -3.53e-04   2.09e-05   4.45e-05    2.28e+02s
43250  -1.9592e-01   3.19e-04   4.75e-08  -3.52e-04   3.19e-04   4.00e-04*   2.28e+02s
43400  -1.9592e-01   9.11e-07   4.75e-08  -3.52e-04   9.11e-07   4.00e-04    2.29e+02s
43550  -1.9592e-01   1.85e-08   4.67e-08  -3.51e-04   4.67e-08   2.77e-05*   2.30e+02s
43600  -1.9593e-01   2.95e-04   4.67e-08  -3.50e-04   2.95e-04   2.42e-04*   2.30e+02s
43800  -1.9593e-01   4.97e-06   4.67e-08  -3.50e-04   4.97e-06   2.42e-04    2.31e+02s
44000  -1.9593e-01   1.50e-06   4.67e-08  -3.48e-04   1.50e-06   2.42e-04    2.32e+02s
44200  -1.9593e-01   1.48e-06   4.56e-08  -3.46e-04   1.48e-06   2.42e-04    2.33e+02s
44400  -1.9593e-01   4.45e-08   4.56e-08  -3.45e-04   4.56e-08   2.63e-05*   2.34e+02s
44450  -1.9593e-01   1.23e-04   4.56e-08  -3.45e-04   1.23e-04   1.50e-04*   2.35e+02s
44600  -1.9593e-01   8.67e-06   4.56e-08  -3.43e-04   8.67e-06   1.50e-04    2.36e+02s
44650  -1.9593e-01   1.10e-07   4.56e-08  -3.43e-04   1.10e-07   2.56e-05*   2.36e+02s
44750  -1.9593e-01   4.36e-04   4.50e-08  -3.43e-04   4.36e-04   2.77e-04*   2.36e+02s
44800  -1.9593e-01   1.06e-05   4.50e-08  -3.43e-04   1.06e-05   2.77e-04    2.37e+02s
45000  -1.9594e-01   3.15e-08   4.50e-08  -3.42e-04   4.50e-08   2.55e-05*   2.38e+02s
45050  -1.9594e-01   4.04e-04   4.50e-08  -3.40e-04   4.04e-04   2.66e-04*   2.38e+02s
45200  -1.9594e-01   1.74e-07   4.50e-08  -3.39e-04   1.74e-07   2.66e-04    2.39e+02s
45300  -1.9594e-01   3.40e-08   4.49e-08  -3.39e-04   4.49e-08   2.54e-05*   2.39e+02s
45350  -1.9594e-01   9.63e-05   4.49e-08  -3.39e-04   9.63e-05   1.29e-04*   2.40e+02s
45400  -1.9594e-01   2.94e-06   4.49e-08  -3.38e-04   2.94e-06   1.29e-04    2.40e+02s
45600  -1.9594e-01   1.69e-05   4.49e-08  -3.35e-04   1.69e-05   1.29e-04    2.41e+02s
45800  -1.9594e-01   3.95e-06   4.43e-08  -3.32e-04   3.95e-06   1.29e-04    2.42e+02s
45900  -1.9594e-01   2.15e-04   4.43e-08  -3.31e-04   2.15e-04   9.91e-04*   2.43e+02s
45950  -1.9594e-01   5.02e-09   4.43e-08  -3.31e-04   4.43e-08   3.67e-05*   2.43e+02s
46000  -1.9594e-01   5.01e-05   4.43e-08  -3.30e-04   5.01e-05   3.67e-05    2.43e+02s
46050  -1.9594e-01   2.68e-04   4.34e-08  -3.30e-04   2.68e-04   3.17e-04*   2.43e+02s
46200  -1.9595e-01   4.58e-07   4.34e-08  -3.29e-04   4.58e-07   3.17e-04    2.44e+02s
46400  -1.9595e-01   1.04e-06   4.33e-08  -3.28e-04   1.04e-06   3.17e-04    2.45e+02s
46600  -1.9595e-01   2.83e-06   4.27e-08  -3.26e-04   2.83e-06   3.17e-04    2.46e+02s
46800  -1.9595e-01   3.18e-07   4.27e-08  -3.25e-04   3.18e-07   3.17e-04    2.47e+02s
46900  -1.9595e-01   2.17e-08   4.27e-08  -3.25e-04   4.27e-08   2.49e-05*   2.48e+02s
47000  -1.9595e-01   3.27e-05   4.27e-08  -3.25e-04   3.27e-05   2.49e-05    2.48e+02s
47050  -1.9595e-01   9.82e-05   4.27e-08  -3.24e-04   9.82e-05   1.31e-04*   2.49e+02s
47150  -1.9595e-01   9.81e-08   4.26e-08  -3.24e-04   9.81e-08   2.19e-05*   2.49e+02s
47200  -1.9595e-01   3.48e-04   4.26e-08  -3.22e-04   3.48e-04   2.17e-04*   2.50e+02s
47300  -1.9595e-01   8.62e-08   4.26e-08  -3.21e-04   8.62e-08   3.39e-05*   2.50e+02s
47400  -1.9595e-01   1.35e-04   4.26e-08  -3.19e-04   1.35e-04   2.10e-04*   2.51e+02s
47600  -1.9595e-01   6.08e-07   4.21e-08  -3.17e-04   6.08e-07   2.10e-04    2.52e+02s
47700  -1.9596e-01   1.04e-07   4.21e-08  -3.17e-04   1.04e-07   3.63e-05*   2.52e+02s
47750  -1.9596e-01   2.70e-04   4.21e-08  -3.16e-04   2.70e-04   3.20e-04*   2.53e+02s
47800  -1.9596e-01   7.46e-06   4.21e-08  -3.16e-04   7.46e-06   3.20e-04    2.53e+02s
48000  -1.9596e-01   4.25e-08   4.21e-08  -3.15e-04   4.25e-08   3.53e-05*   2.54e+02s
48100  -1.9596e-01   2.62e-04   4.21e-08  -3.14e-04   2.62e-04   3.06e-04*   2.54e+02s
48200  -1.9596e-01   4.75e-07   4.21e-08  -3.14e-04   4.75e-07   3.06e-04    2.55e+02s
48300  -1.9596e-01   4.12e-08   4.21e-08  -3.12e-04   4.21e-08   3.34e-05*   2.56e+02s
48350  -1.9596e-01   1.33e-04   4.21e-08  -3.12e-04   1.33e-04   2.06e-04*   2.56e+02s
48400  -1.9596e-01   4.41e-06   4.20e-08  -3.12e-04   4.41e-06   2.06e-04    2.56e+02s
48500  -1.9596e-01   9.47e-08   4.20e-08  -3.12e-04   9.47e-08   3.40e-05*   2.57e+02s
48600  -1.9596e-01   2.35e-04   4.20e-08  -3.10e-04   2.35e-04   2.79e-04*   2.57e+02s
48800  -1.9596e-01   2.82e-08   4.20e-08  -3.10e-04   4.20e-08   2.51e-05*   2.58e+02s
48850  -1.9596e-01   2.57e-04   4.20e-08  -3.09e-04   2.57e-04   2.16e-04*   2.59e+02s
49000  -1.9596e-01   3.26e-06   4.20e-08  -3.08e-04   3.26e-06   2.16e-04    2.60e+02s
49150  -1.9596e-01   1.26e-04   4.20e-08  -3.08e-04   1.26e-04   1.30e-03*   2.60e+02s
49200  -1.9596e-01   1.39e-09   4.20e-08  -3.08e-04   4.20e-08   2.59e-05*   2.61e+02s
49250  -1.9597e-01   1.60e-04   4.20e-08  -3.08e-04   1.60e-04   1.76e-04*   2.61e+02s
49400  -1.9597e-01   3.77e-06   4.02e-08  -3.07e-04   3.77e-06   1.76e-04    2.62e+02s
49600  -1.9597e-01   4.60e-06   3.97e-08  -3.06e-04   4.60e-06   1.76e-04    2.63e+02s
49800  -1.9597e-01   1.02e-04   3.97e-08  -3.05e-04   1.02e-04   9.79e-04*   2.64e+02s
49850  -1.9597e-01   3.46e-08   3.97e-08  -3.04e-04   3.97e-08   1.01e-04*   2.64e+02s
50000  -1.9597e-01   8.72e-06   3.97e-08  -3.03e-04   8.72e-06   1.01e-04    2.65e+02s

status:               maximum iterations reached
number of iterations: 50000
run time:             2.65e+02s
optimal rho estimate: 1.64e-04

...OSQP status: maximum iterations reached
...OSQP iterations: 50000
...OSQP primal residual: 8.72e-06, dual residual: 3.97e-08
...optimization completed in 281.9 seconds (50000 iterations)
...final loss: 0.1056530380
...final weights: total=183693608.22, mean=815.488192, sdev=949.099816
...target accuracy (550 targets):
    mean |relative error|: 0.001231
    max  |relative error|: 0.085435
    within   0.1%:  414/550 (75.3%)
    within   1.0%:  541/550 (98.4%)
    within   5.0%:  549/550 (99.8%)
    within  10.0%:  550/550 (100.0%)
    worst targets:
        8.544% | unemployment compensation/count/AGI in -inf-inf/all returns/All
        2.615% | unemployment compensation/total/AGI in -inf-inf/all returns/All
        2.186% | count/count/AGI in -inf-0/all returns/Single
        2.018% | employment income/total/AGI in 15k-20k/all returns/All
        1.575% | count/count/AGI in -inf-0/all returns/All
        1.447% | employment income/count/AGI in 10k-15k/all returns/All
        1.102% | employment income/count/AGI in 15k-20k/all returns/All
        1.091% | adjusted gross income/total/AGI in 15k-20k/all returns/Single
        1.088% | employment income/total/AGI in 20k-25k/all returns/All
        0.998% | count/count/AGI in 15k-20k/all returns/Single
...weight changes (vs pre-optimization weights):
    weight ratio (new/original):
      min=0.099779, p5=0.099779, median=0.866017, p95=3.331951, max=9.977898
    distribution of |% change|:
          <0.01%:      14 (0.0%)
       0.01-0.1%:     120 (0.1%)
          0.1-1%:  19,811 (8.8%)
            1-5%:  11,553 (5.1%)
           5-10%:  17,685 (7.9%)
         10-100%: 151,370 (67.2%)
           >100%:  24,703 (11.0%)
...REPRODUCIBILITY FINGERPRINT:
    weights: n=225256, total=183693608.219889, mean=815.488192, sdev=949.099816
    weights: min=0.107695, p25=15.392907, p50=618.876449, p75=1361.292649, max=15268.045809
    sum(weights^2)=352708424577.305298
    final loss: 0.1056530380
...reweighting finished
Weights saved to compare/osqp_weights_sigma1e4.csv
