Loaded 225256 records from compare/pre_reweight_snapshot.csv.gz
...reweighting for year 2021
...weight deviation penalty: 0.01
...gradient norm tolerance: 1e-05
...weight multiplier bounds: [0.1, 10.0]
...GPU available but disabled by user, using CPU
...pre-scaled weights: target filers=160,824,340, current filers=161,180,573, scale=0.997790
Targeting 550 SOI statistics
...input records: 225256, columns: 212
...input weights: total=183102955.22, mean=812.866051, sdev=733.258325
...initial loss: 30.1622806381
...using OSQP solver (ADMM-based QP, proper bounds)
...QP size: 225806 variables, 226356 constraints
...B matrix: 225256x550, 2,705,680 nonzeros (2.2% dense)
...A_osqp: (226356, 225806), 2,932,036 nonzeros
...OSQP initial loss: 30.1622806381
-----------------------------------------------------------------
           OSQP v1.0.0  -  Operator Splitting QP Solver
              (c) The OSQP Developer Team
-----------------------------------------------------------------
problem:  variables n = 225806, constraints m = 226356
          nnz(P) + nnz(A) = 3157842
settings: algebra = Built-in,
          OSQPInt = 4 bytes, OSQPFloat = 8 bytes,
          linear system solver = QDLDL v0.1.8,
          eps_abs = 1.0e-05, eps_rel = 1.0e-05,
          eps_prim_inf = 1.0e-04, eps_dual_inf = 1.0e-04,
          rho = 1.00e-01 (adaptive: 50 iterations),
          sigma = 1.00e-06, alpha = 1.60, max_iter = 50000
          check_termination: on (interval 25, duality gap: on),
          time_limit: 1.00e+10 sec,
          scaling: on (10 iterations), scaled_termination: off
          warm starting: on, polishing: on, 
iter   objective    prim res   dual res   gap        rel kkt    rho         time
32200  -1.9531e-01   1.51e-05   2.20e-07  -9.02e-04   1.51e-05   1.47e-03    1.66e+02s
32350  -1.9532e-01   3.17e-08   2.20e-07  -9.02e-04   2.20e-07   6.12e-05*   1.67e+02s
32400  -1.9533e-01   1.81e-03   1.80e-07  -8.89e-04   1.81e-03   6.75e-04*   1.67e+02s
32600  -1.9534e-01   2.00e-05   1.78e-07  -8.78e-04   2.00e-05   6.75e-04    1.68e+02s
32800  -1.9535e-01   9.00e-08   1.77e-07  -8.73e-04   1.77e-07   5.28e-05*   1.69e+02s
32850  -1.9536e-01   2.73e-03   1.74e-07  -8.58e-04   2.73e-03   7.27e-04*   1.70e+02s
33000  -1.9537e-01   5.72e-08   1.74e-07  -8.52e-04   1.74e-07   4.58e-05*   1.70e+02s
33050  -1.9539e-01   3.99e-03   1.66e-07  -8.43e-04   3.99e-03   7.80e-04*   1.71e+02s
33200  -1.9539e-01   3.95e-06   1.66e-07  -8.42e-04   3.95e-06   7.80e-04    1.72e+02s
33400  -1.9540e-01   4.32e-06   1.60e-07  -8.35e-04   4.32e-06   7.80e-04    1.73e+02s
33600  -1.9540e-01   1.46e-06   1.60e-07  -8.34e-04   1.46e-06   7.80e-04    1.74e+02s
33700  -1.9540e-01   3.75e-04   1.60e-07  -8.32e-04   3.75e-04   4.15e-03*   1.74e+02s
33750  -1.9540e-01   4.39e-08   1.60e-07  -8.32e-04   1.60e-07   2.39e-04*   1.74e+02s
33800  -1.9541e-01   1.38e-05   1.60e-07  -8.29e-04   1.38e-05   2.39e-04    1.75e+02s
33900  -1.9541e-01   3.97e-04   1.58e-07  -8.24e-04   3.97e-04   1.32e-03*   1.75e+02s
34000  -1.9542e-01   9.82e-06   1.58e-07  -8.23e-04   9.82e-06   1.32e-03    1.76e+02s
34100  -1.9542e-01   1.78e-07   1.58e-07  -8.21e-04   1.78e-07   1.54e-04*   1.76e+02s
34200  -1.9543e-01   1.14e-03   1.58e-07  -8.10e-04   1.14e-03   1.43e-03*   1.77e+02s
34300  -1.9543e-01   2.35e-08   1.58e-07  -8.07e-04   1.58e-07   6.07e-05*   1.77e+02s
34350  -1.9544e-01   3.47e-03   1.57e-07  -7.84e-04   3.47e-03   9.93e-04*   1.78e+02s
34400  -1.9544e-01   1.59e-05   1.57e-07  -7.85e-04   1.59e-05   9.93e-04    1.78e+02s
34600  -1.9545e-01   1.70e-05   1.57e-07  -7.80e-04   1.70e-05   9.93e-04    1.79e+02s
34650  -1.9545e-01   3.28e-07   1.57e-07  -7.79e-04   3.28e-07   1.58e-04*   1.79e+02s
34750  -1.9546e-01   3.50e-04   1.54e-07  -7.63e-04   3.50e-04   8.28e-04*   1.80e+02s
34800  -1.9546e-01   7.20e-06   1.54e-07  -7.58e-04   7.20e-06   8.28e-04    1.80e+02s
34850  -1.9546e-01   2.92e-07   1.54e-07  -7.58e-04   2.92e-07   1.25e-04*   1.81e+02s
34950  -1.9547e-01   4.47e-04   1.47e-07  -7.45e-04   4.47e-04   7.58e-04*   1.81e+02s
35000  -1.9547e-01   3.18e-05   1.47e-07  -7.42e-04   3.18e-05   7.58e-04    1.81e+02s
35200  -1.9547e-01   2.88e-06   1.48e-07  -7.41e-04   2.88e-06   7.58e-04    1.82e+02s
35400  -1.9548e-01   7.39e-08   1.48e-07  -7.36e-04   1.48e-07   5.89e-05*   1.83e+02s
35450  -1.9549e-01   2.02e-03   1.48e-07  -7.25e-04   2.02e-03   7.57e-04*   1.84e+02s
35500  -1.9549e-01   4.24e-07   1.48e-07  -7.26e-04   4.24e-07   1.41e-04*   1.84e+02s
35550  -1.9550e-01   3.72e-04   1.45e-07  -7.23e-04   3.72e-04   7.84e-04*   1.84e+02s
35600  -1.9550e-01   1.57e-06   1.45e-07  -7.22e-04   1.57e-06   7.84e-04    1.85e+02s
35800  -1.9550e-01   6.05e-06   1.42e-07  -7.13e-04   6.05e-06   7.84e-04    1.86e+02s
35950  -1.9550e-01   5.29e-08   1.42e-07  -7.11e-04   1.42e-07   5.25e-05*   1.87e+02s
36000  -1.9551e-01   1.09e-03   1.45e-07  -6.98e-04   1.09e-03   5.01e-04*   1.87e+02s
36200  -1.9552e-01   8.88e-06   1.45e-07  -6.89e-04   8.88e-06   5.01e-04    1.88e+02s
36400  -1.9552e-01   1.28e-04   1.45e-07  -6.86e-04   1.28e-04   5.01e-04    1.89e+02s
36450  -1.9552e-01   5.55e-08   1.45e-07  -6.86e-04   1.45e-07   3.40e-05*   1.89e+02s
36500  -1.9554e-01   2.55e-03   1.45e-07  -6.68e-04   2.55e-03   4.96e-04*   1.90e+02s
36600  -1.9554e-01   4.16e-07   1.45e-07  -6.67e-04   4.16e-07   9.22e-05*   1.90e+02s
36700  -1.9556e-01   1.37e-03   1.45e-07  -6.60e-04   1.37e-03   9.84e-04*   1.91e+02s
36750  -1.9556e-01   8.96e-08   1.45e-07  -6.59e-04   1.45e-07   8.49e-05*   1.91e+02s
36800  -1.9556e-01   1.81e-03   1.45e-07  -6.53e-04   1.81e-03   1.04e-03*   1.91e+02s
36900  -1.9556e-01   5.98e-08   1.37e-07  -6.49e-04   1.37e-07   7.57e-05*   1.92e+02s
36950  -1.9557e-01   1.43e-03   1.37e-07  -6.40e-04   1.43e-03   8.50e-04*   1.92e+02s
37000  -1.9557e-01   7.25e-06   1.37e-07  -6.39e-04   7.25e-06   8.50e-04    1.93e+02s
37200  -1.9557e-01   1.25e-06   1.37e-07  -6.36e-04   1.25e-06   8.50e-04    1.94e+02s
37300  -1.9557e-01   2.38e-08   1.37e-07  -6.34e-04   1.37e-07   3.89e-05*   1.94e+02s
37350  -1.9559e-01   5.28e-03   1.17e-07  -6.26e-04   5.28e-03   9.08e-04*   1.94e+02s
37400  -1.9559e-01   3.14e-05   1.17e-07  -6.26e-04   3.14e-05   9.08e-04    1.95e+02s
37600  -1.9559e-01   5.11e-06   1.17e-07  -6.27e-04   5.11e-06   9.08e-04    1.96e+02s
37650  -1.9559e-01   5.79e-08   1.17e-07  -6.27e-04   1.17e-07   7.02e-05*   1.96e+02s
37700  -1.9560e-01   2.92e-04   1.17e-07  -6.21e-04   2.92e-04   3.85e-04*   1.96e+02s
37800  -1.9560e-01   2.96e-04   1.15e-07  -6.16e-04   2.96e-04   2.15e-03*   1.97e+02s
37850  -1.9560e-01   5.83e-08   1.15e-07  -6.15e-04   1.15e-07   1.68e-04*   1.97e+02s
37950  -1.9560e-01   9.19e-04   1.14e-07  -6.10e-04   9.19e-04   1.66e-03*   1.98e+02s
38000  -1.9560e-01   8.67e-05   1.13e-07  -6.08e-04   8.67e-05   1.66e-03    1.98e+02s
38100  -1.9561e-01   3.31e-07   1.13e-07  -6.08e-04   3.31e-07   3.12e-04*   1.99e+02s
38200  -1.9561e-01   4.97e-05   1.13e-07  -6.05e-04   4.97e-05   3.12e-04    1.99e+02s
38250  -1.9561e-01   3.74e-04   1.13e-07  -6.02e-04   3.74e-04   1.97e-03*   1.99e+02s
38350  -1.9561e-01   3.75e-09   1.13e-07  -6.02e-04   1.13e-07   3.94e-05*   2.00e+02s
38400  -1.9562e-01   9.85e-04   1.09e-07  -5.94e-04   9.85e-04   4.12e-04*   2.00e+02s
38600  -1.9562e-01   1.64e-05   1.08e-07  -5.92e-04   1.64e-05   4.12e-04    2.01e+02s
38650  -1.9563e-01   2.49e-07   1.08e-07  -5.92e-04   2.49e-07   6.87e-05*   2.02e+02s
38700  -1.9563e-01   1.08e-03   1.06e-07  -5.88e-04   1.08e-03   7.63e-04*   2.02e+02s
38800  -1.9563e-01   5.28e-07   1.06e-07  -5.88e-04   5.28e-07   7.63e-04    2.03e+02s
38900  -1.9563e-01   1.69e-08   1.06e-07  -5.87e-04   1.06e-07   3.36e-05*   2.03e+02s
38950  -1.9565e-01   3.89e-03   1.04e-07  -5.81e-04   3.89e-03   7.14e-04*   2.03e+02s
39000  -1.9565e-01   2.00e-05   1.04e-07  -5.80e-04   2.00e-05   7.14e-04    2.04e+02s
39050  -1.9565e-01   1.20e-07   1.04e-07  -5.80e-04   1.20e-07   8.43e-05*   2.04e+02s
39100  -1.9565e-01   1.09e-03   1.04e-07  -5.75e-04   1.09e-03   9.51e-04*   2.04e+02s
39200  -1.9565e-01   1.56e-08   1.04e-07  -5.75e-04   1.04e-07   4.05e-05*   2.05e+02s
39250  -1.9566e-01   2.44e-03   1.04e-07  -5.67e-04   2.44e-03   6.82e-04*   2.05e+02s
39350  -1.9566e-01   2.53e-04   9.83e-08  -5.66e-04   2.53e-04   3.80e-03*   2.06e+02s
39400  -1.9566e-01   4.83e-07   9.83e-08  -5.66e-04   4.83e-07   3.80e-03    2.06e+02s
39450  -1.9566e-01   7.75e-09   9.83e-08  -5.66e-04   9.83e-08   1.17e-04*   2.06e+02s
39500  -1.9567e-01   3.51e-04   9.82e-08  -5.66e-04   3.51e-04   7.71e-04*   2.07e+02s
39550  -1.9567e-01   4.38e-08   9.82e-08  -5.66e-04   9.82e-08   5.66e-05*   2.07e+02s
39600  -1.9567e-01   2.74e-04   9.69e-08  -5.64e-04   2.74e-04   3.31e-04*   2.07e+02s
39800  -1.9568e-01   9.08e-06   9.68e-08  -5.62e-04   9.08e-06   3.31e-04    2.08e+02s
40000  -1.9568e-01   2.00e-04   9.58e-08  -5.54e-04   2.00e-04   1.66e-03*   2.09e+02s
40050  -1.9568e-01   7.31e-08   9.58e-08  -5.54e-04   9.58e-08   1.60e-04*   2.10e+02s
40150  -1.9569e-01   3.31e-04   9.51e-08  -5.53e-04   3.31e-04   1.04e-03*   2.10e+02s
40200  -1.9569e-01   7.82e-08   9.51e-08  -5.52e-04   9.51e-08   1.03e-04*   2.11e+02s
40300  -1.9569e-01   3.59e-04   9.41e-08  -5.49e-04   3.59e-04   7.02e-04*   2.11e+02s
40400  -1.9569e-01   2.90e-07   9.30e-08  -5.48e-04   2.90e-07   1.36e-04*   2.12e+02s
40600  -1.9570e-01   1.10e-04   9.10e-08  -5.40e-04   1.10e-04   1.36e-04    2.13e+02s
40800  -1.9571e-01   3.84e-04   8.87e-08  -5.35e-04   3.84e-04   9.84e-04*   2.14e+02s
40850  -1.9571e-01   4.48e-08   8.87e-08  -5.35e-04   8.87e-08   7.69e-05*   2.14e+02s
40900  -1.9572e-01   7.36e-04   8.86e-08  -5.30e-04   7.36e-04   7.70e-04*   2.15e+02s
41000  -1.9572e-01   5.73e-07   8.72e-08  -5.29e-04   5.73e-07   7.70e-04    2.15e+02s
41200  -1.9572e-01   1.65e-06   8.72e-08  -5.29e-04   1.65e-06   7.70e-04    2.16e+02s
41300  -1.9572e-01   4.35e-08   8.72e-08  -5.29e-04   8.72e-08   5.98e-05*   2.17e+02s
41350  -1.9573e-01   7.36e-04   8.72e-08  -5.22e-04   7.36e-04   6.04e-04*   2.17e+02s
41400  -1.9573e-01   1.89e-07   8.72e-08  -5.23e-04   1.89e-07   9.79e-05*   2.17e+02s
41600  -1.9574e-01   9.49e-05   8.54e-08  -5.07e-04   9.49e-05   9.79e-05    2.19e+02s
41700  -1.9574e-01   3.02e-04   8.48e-08  -5.02e-04   3.02e-04   6.43e-04*   2.19e+02s
41800  -1.9574e-01   5.98e-06   8.48e-08  -5.01e-04   5.98e-06   6.43e-04    2.20e+02s
41900  -1.9574e-01   3.96e-08   8.48e-08  -5.01e-04   8.48e-08   4.83e-05*   2.20e+02s
41950  -1.9575e-01   3.75e-04   8.50e-08  -4.97e-04   3.75e-04   3.53e-04*   2.20e+02s
42000  -1.9575e-01   8.44e-05   8.50e-08  -4.96e-04   8.44e-05   3.53e-04    2.21e+02s
42200  -1.9575e-01   2.70e-06   8.50e-08  -4.95e-04   2.70e-06   3.53e-04    2.22e+02s
42400  -1.9576e-01   9.56e-06   8.52e-08  -4.95e-04   9.56e-06   3.53e-04    2.23e+02s
42450  -1.9576e-01   8.23e-08   8.52e-08  -4.95e-04   8.52e-08   3.81e-05*   2.23e+02s
42500  -1.9576e-01   2.71e-03   8.52e-08  -4.87e-04   2.71e-03   7.47e-04*   2.23e+02s
42600  -1.9576e-01   2.97e-06   8.52e-08  -4.87e-04   2.97e-06   7.47e-04    2.24e+02s
42800  -1.9577e-01   2.32e-06   8.52e-08  -4.87e-04   2.32e-06   7.47e-04    2.25e+02s
43000  -1.9577e-01   2.26e-06   8.52e-08  -4.87e-04   2.26e-06   7.47e-04    2.26e+02s
43150  -1.9577e-01   1.53e-08   8.52e-08  -4.86e-04   8.52e-08   3.47e-05*   2.27e+02s
43200  -1.9577e-01   2.66e-03   8.50e-08  -4.82e-04   2.66e-03   6.76e-04*   2.27e+02s
43300  -1.9578e-01   9.84e-08   8.53e-08  -4.82e-04   9.84e-08   7.98e-05*   2.28e+02s
43350  -1.9578e-01   2.59e-04   8.55e-08  -4.79e-04   2.59e-04   4.83e-04*   2.28e+02s
43400  -1.9578e-01   8.53e-06   8.55e-08  -4.77e-04   8.53e-06   4.83e-04    2.28e+02s
43550  -1.9578e-01   1.28e-07   8.55e-08  -4.76e-04   1.28e-07   6.48e-05*   2.29e+02s
43600  -1.9578e-01   6.28e-05   8.17e-08  -4.69e-04   6.28e-05   6.48e-05    2.29e+02s
43650  -1.9579e-01   5.82e-04   8.16e-08  -4.65e-04   5.82e-04   6.01e-04*   2.30e+02s
43800  -1.9579e-01   4.71e-08   8.16e-08  -4.65e-04   8.16e-08   5.02e-05*   2.30e+02s
43850  -1.9579e-01   1.96e-04   8.16e-08  -4.62e-04   1.96e-04   2.70e-04*   2.31e+02s
44000  -1.9580e-01   3.56e-06   8.16e-08  -4.61e-04   3.56e-06   2.70e-04    2.32e+02s
44200  -1.9580e-01   3.28e-05   8.19e-08  -4.58e-04   3.28e-05   2.70e-04    2.33e+02s
44400  -1.9580e-01   1.39e-05   8.18e-08  -4.57e-04   1.39e-05   2.70e-04    2.34e+02s
44500  -1.9580e-01   2.03e-04   8.22e-08  -4.53e-04   2.03e-04   1.48e-03*   2.34e+02s
44550  -1.9580e-01   4.71e-09   8.22e-08  -4.53e-04   8.22e-08   3.88e-05*   2.34e+02s
44600  -1.9581e-01   1.71e-03   7.36e-08  -4.50e-04   1.71e-03   6.50e-04*   2.35e+02s
44700  -1.9581e-01   1.24e-07   7.36e-08  -4.51e-04   1.24e-07   9.29e-05*   2.35e+02s
44750  -1.9581e-01   2.41e-04   7.36e-08  -4.48e-04   2.41e-04   5.84e-04*   2.36e+02s
44800  -1.9581e-01   1.43e-07   7.36e-08  -4.47e-04   1.43e-07   8.95e-05*   2.36e+02s
44850  -1.9581e-01   1.79e-04   7.36e-08  -4.45e-04   1.79e-04   4.85e-04*   2.36e+02s
44950  -1.9581e-01   2.25e-07   7.35e-08  -4.45e-04   2.25e-07   9.33e-05*   2.37e+02s
45000  -1.9582e-01   4.46e-04   7.16e-08  -4.42e-04   4.46e-04   8.08e-04*   2.37e+02s
45100  -1.9582e-01   4.02e-08   7.17e-08  -4.42e-04   7.17e-08   6.66e-05*   2.38e+02s
45200  -1.9582e-01   3.42e-04   7.17e-08  -4.38e-04   3.42e-04   5.05e-04*   2.38e+02s
45300  -1.9582e-01   8.02e-08   7.17e-08  -4.37e-04   8.02e-08   5.87e-05*   2.39e+02s
45400  -1.9583e-01   6.97e-04   7.17e-08  -4.33e-04   6.97e-04   6.36e-04*   2.39e+02s
45600  -1.9583e-01   6.97e-06   7.17e-08  -4.33e-04   6.97e-06   6.36e-04    2.41e+02s
45800  -1.9583e-01   1.80e-05   7.17e-08  -4.31e-04   1.80e-05   6.36e-04    2.42e+02s
46000  -1.9583e-01   1.97e-08   7.17e-08  -4.31e-04   7.17e-08   3.66e-05*   2.43e+02s
46050  -1.9584e-01   1.65e-03   6.38e-08  -4.26e-04   1.65e-03   6.47e-04*   2.43e+02s
46150  -1.9584e-01   1.19e-07   6.38e-08  -4.26e-04   1.19e-07   9.70e-05*   2.43e+02s
46200  -1.9584e-01   8.40e-05   6.28e-08  -4.25e-04   8.40e-05   9.70e-05    2.44e+02s
46400  -1.9585e-01   1.11e-04   6.23e-08  -4.19e-04   1.11e-04   9.70e-05    2.45e+02s
46600  -1.9585e-01   2.52e-04   6.05e-08  -4.15e-04   2.52e-04   6.88e-04*   2.46e+02s
46650  -1.9585e-01   3.79e-08   6.00e-08  -4.14e-04   6.00e-08   6.02e-05*   2.46e+02s
46750  -1.9586e-01   5.26e-04   5.99e-08  -4.09e-04   5.26e-04   6.19e-04*   2.47e+02s
46800  -1.9586e-01   8.39e-07   5.99e-08  -4.09e-04   8.39e-07   6.19e-04    2.47e+02s
47000  -1.9586e-01   6.89e-06   5.99e-08  -4.08e-04   6.89e-06   6.19e-04    2.48e+02s
47200  -1.9586e-01   1.79e-08   5.99e-08  -4.08e-04   5.99e-08   3.72e-05*   2.49e+02s
47250  -1.9587e-01   6.55e-04   5.87e-08  -4.04e-04   6.55e-04   4.32e-04*   2.49e+02s
47400  -1.9587e-01   4.91e-08   5.86e-08  -4.03e-04   5.86e-08   4.34e-05*   2.50e+02s
47450  -1.9587e-01   2.76e-04   5.78e-08  -4.00e-04   2.76e-04   3.30e-04*   2.51e+02s
47600  -1.9587e-01   1.70e-06   5.68e-08  -3.98e-04   1.70e-06   3.30e-04    2.51e+02s
47750  -1.9587e-01   5.23e-08   5.68e-08  -3.98e-04   5.68e-08   3.48e-05*   2.52e+02s
47800  -1.9588e-01   7.84e-04   5.68e-08  -3.97e-04   7.84e-04   4.50e-04*   2.53e+02s
48000  -1.9588e-01   9.40e-06   5.68e-08  -3.96e-04   9.40e-06   4.50e-04    2.54e+02s
48200  -1.9588e-01   4.50e-05   5.68e-08  -3.94e-04   4.50e-05   4.50e-04    2.55e+02s
48350  -1.9588e-01   4.45e-08   5.62e-08  -3.92e-04   5.62e-08   4.40e-05*   2.55e+02s
48400  -1.9588e-01   1.14e-04   5.63e-08  -3.88e-04   1.14e-04   4.40e-05    2.56e+02s
48450  -1.9589e-01   1.41e-04   5.64e-08  -3.86e-04   1.41e-04   2.42e-04*   2.56e+02s
48500  -1.9589e-01   1.91e-04   5.64e-08  -3.86e-04   1.91e-04   1.55e-03*   2.56e+02s
48550  -1.9589e-01   1.34e-08   5.64e-08  -3.86e-04   5.64e-08   8.29e-05*   2.57e+02s
48600  -1.9589e-01   1.95e-05   5.64e-08  -3.84e-04   1.95e-05   8.29e-05    2.57e+02s
48700  -1.9589e-01   6.58e-04   5.65e-08  -3.82e-04   6.58e-04   9.83e-04*   2.57e+02s
48800  -1.9589e-01   9.17e-09   5.66e-08  -3.81e-04   5.66e-08   4.35e-05*   2.58e+02s
48850  -1.9589e-01   1.02e-03   5.66e-08  -3.78e-04   1.02e-03   6.44e-04*   2.58e+02s
49000  -1.9590e-01   3.37e-08   5.66e-08  -3.78e-04   5.66e-08   5.46e-05*   2.59e+02s
49050  -1.9590e-01   5.43e-04   5.67e-08  -3.77e-04   5.43e-04   5.87e-04*   2.59e+02s
49150  -1.9590e-01   8.24e-08   5.67e-08  -3.77e-04   8.24e-08   7.78e-05*   2.60e+02s
49200  -1.9590e-01   4.35e-05   5.67e-08  -3.76e-04   4.35e-05   7.78e-05    2.60e+02s
49350  -1.9590e-01   4.54e-04   5.67e-08  -3.72e-04   4.54e-04   7.65e-04*   2.61e+02s
49400  -1.9590e-01   7.26e-06   5.68e-08  -3.72e-04   7.26e-06   7.65e-04    2.61e+02s
49500  -1.9590e-01   2.17e-08   5.68e-08  -3.72e-04   5.68e-08   5.20e-05*   2.62e+02s
49550  -1.9591e-01   8.52e-04   5.68e-08  -3.68e-04   8.52e-04   7.00e-04*   2.62e+02s
49600  -1.9591e-01   1.36e-07   5.68e-08  -3.68e-04   1.36e-07   1.19e-04*   2.63e+02s
49800  -1.9591e-01   4.27e-05   5.69e-08  -3.66e-04   4.27e-05   1.19e-04    2.64e+02s
50000  -1.9592e-01   5.72e-05   5.69e-08  -3.63e-04   5.72e-05   1.19e-04    2.65e+02s

status:               maximum iterations reached
number of iterations: 50000
run time:             2.65e+02s
optimal rho estimate: 4.14e-04

...OSQP status: maximum iterations reached
...OSQP iterations: 50000
...OSQP primal residual: 5.72e-05, dual residual: 5.69e-08
...optimization completed in 282.7 seconds (50000 iterations)
...final loss: 0.1057077137
...final weights: total=183693433.74, mean=815.487418, sdev=949.380429
...target accuracy (550 targets):
    mean |relative error|: 0.001232
    max  |relative error|: 0.085434
    within   0.1%:  414/550 (75.3%)
    within   1.0%:  541/550 (98.4%)
    within   5.0%:  549/550 (99.8%)
    within  10.0%:  550/550 (100.0%)
    worst targets:
        8.543% | unemployment compensation/count/AGI in -inf-inf/all returns/All
        2.615% | unemployment compensation/total/AGI in -inf-inf/all returns/All
        2.186% | count/count/AGI in -inf-0/all returns/Single
        2.018% | employment income/total/AGI in 15k-20k/all returns/All
        1.575% | count/count/AGI in -inf-0/all returns/All
        1.447% | employment income/count/AGI in 10k-15k/all returns/All
        1.102% | employment income/count/AGI in 15k-20k/all returns/All
        1.091% | adjusted gross income/total/AGI in 15k-20k/all returns/Single
        1.088% | employment income/total/AGI in 20k-25k/all returns/All
        0.998% | count/count/AGI in 15k-20k/all returns/Single
...weight changes (vs pre-optimization weights):
    weight ratio (new/original):
      min=0.099779, p5=0.099779, median=0.867127, p95=3.243354, max=9.977898
    distribution of |% change|:
          <0.01%:       9 (0.0%)
       0.01-0.1%:     124 (0.1%)
          0.1-1%:  19,813 (8.8%)
            1-5%:  11,650 (5.2%)
           5-10%:  17,639 (7.8%)
         10-100%: 151,722 (67.4%)
           >100%:  24,299 (10.8%)
...REPRODUCIBILITY FINGERPRINT:
    weights: n=225256, total=183693433.740325, mean=815.487418, sdev=949.380429
    weights: min=0.107695, p25=15.392907, p50=620.280813, p75=1361.249782, max=15268.045808
    sum(weights^2)=352828142279.719666
    final loss: 0.1057077137
...reweighting finished
Weights saved to compare/osqp_weights.csv
